"Assay"	"Sample Characteristic[organism]"	"Sample Characteristic Ontology Term[organism]"	"Sample Characteristic[individual]"	"Sample Characteristic Ontology Term[individual]"	"Sample Characteristic[organism part]"	"Sample Characteristic Ontology Term[organism part]"	"Sample Characteristic[sampling site]"	"Sample Characteristic Ontology Term[sampling site]"	"Sample Characteristic[disease]"	"Sample Characteristic Ontology Term[disease]"	"Sample Characteristic[histology]"	"Sample Characteristic Ontology Term[histology]"	"Factor Value[single cell identifier]"	"Factor Value Ontology Term[single cell identifier]"	"Factor Value[histology]"	"Factor Value Ontology Term[histology]"	"Factor Value[sampling site]"	"Factor Value Ontology Term[sampling site]"
"SRR5023599"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_44"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023600"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_45"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023601"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_46"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023602"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_48"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023603"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_49"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023604"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_50"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023605"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_53"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023606"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_54"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023607"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_57"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023608"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_64"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023609"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_65"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023610"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_70"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023611"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_83"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023612"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_86"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023613"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_92"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023614"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_93"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023615"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_01"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023616"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_03"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023617"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_05"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023618"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_06"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023619"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_07"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023620"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_13"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023621"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_14"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023622"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_15"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023623"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_21"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023624"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_32"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023625"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_37"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023626"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_39"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023627"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_41"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023628"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_43"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023629"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_44"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023630"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_46"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023631"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_54"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023632"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_57"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023633"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_59"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023634"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_60"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023635"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_61"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023636"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_62"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023637"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_66"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023638"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_68"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023639"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_72"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023640"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_74"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023641"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_80"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023642"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_83"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023643"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_88"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023644"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_94"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023645"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09_Re"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_Re_95"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
